last_name, first_name,player_id,year,player_age,ff_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,
Diaz, Edwin,621242,2021,27,98.8,90.6,,,
Berrios, Jose,621244,2021,27,94.1,,84.8,82.9,
Garza Jr., Ralph,621248,2021,27,92.3,79.4,83.9,76.7,
Underwood Jr., Duane,621249,2021,27,94.1,85.2,87.8,80.6,
Wittgren, Nick,621295,2021,30,92.5,83.6,85.7,,
Minter, A.J.,621345,2021,28,96.1,,87.2,,
Clay, Sam,621348,2021,28,,84.4,87,,
Borucki, Ryan,621366,2021,27,,86.2,84,,
Hearn, Taylor,621368,2021,27,95.1,84.3,86.8,,
Castro, Anthony,621593,2021,26,95.2,84.1,89.3,,
Young, Alex,622065,2021,28,91.3,,85.3,82.3,
Wood, Alex,622072,2021,30,,83.9,85.3,,
Almonte, Yency,622075,2021,27,94.2,83.7,87.3,,
Antone, Tejay,622088,2021,28,,83.6,,79.3,
Zimmer, Kyle,622092,2021,30,94.1,83.4,87,77.8,
Smith, Drew,622098,2021,28,95,,85.1,77.4,
Sborz, Josh,622250,2021,28,96.7,88,,83.3,
Staumont, Josh,622251,2021,28,96.5,,,81.3,
Tate, Dillon,622253,2021,27,95.3,85.8,85.4,,
Rodriguez, Jefry,622446,2021,28,94.7,,90.5,80.7,
Castillo, Luis,622491,2021,29,97.1,86.4,88.3,,
Crismatt, Nabil,622503,2021,27,90.1,,82.3,71.5,
Senzatela, Antonio,622608,2021,26,94.6,86.1,86,77.8,
Hernandez, Elieser,622694,2021,26,90.9,79.3,84.5,,
Diaz, Miguel,622766,2021,27,94.4,87.9,86,,
Perdomo, Angel,622780,2021,27,94.3,82.9,88.4,,
Sewald, Paul,623149,2021,31,92.3,81.7,69.7,,
Flexen, Chris,623167,2021,27,92.8,,82.7,77.2,
Hader, Josh,623352,2021,27,96.4,83.6,87.7,,
Wieck, Brad,623364,2021,30,92.6,85.1,,73.1,
Anderson, Drew,623454,2021,27,92.6,83.8,86.8,77.1,
Phillips, Evan,623465,2021,27,95.4,84.4,85.6,,
Herget, Jimmy,623474,2021,28,91.5,83.5,82.1,73.8,
Goudeau, Ashton,623485,2021,29,92.7,,85.1,76.6,
Suarez, Ranger,624133,2021,26,93.7,84.3,85,,
Thompson, Keegan,624522,2021,26,93.9,,86.7,82.5,
Gonzalez, Victor,624647,2021,26,,85.2,88.9,,
Lopez, Reynaldo,625643,2021,27,95.8,86.7,85.4,76.9,
Thorpe, Lewis,626929,2021,26,89.1,84.1,82,71.8,
Maeda, Kenta,628317,2021,33,90.6,82.1,,75.2,
Iglesias, Raisel,628452,2021,31,96.3,85.1,89.4,,
Urias, Julio,628711,2021,25,94.1,83.5,86.8,81.4,
Crowe, Wil,640444,2021,27,93.7,85.3,85,80.4,
Finnegan, Kyle,640448,2021,30,,87.5,,,
Manaea, Sean,640455,2021,29,,,84.5,82.6,
Puk, A.J.,640462,2021,26,95.4,86.9,90.4,82.4,
Stewart, Kohl,640464,2021,27,91.6,82.8,85.9,77.5,
Alzolay, Adbert,640470,2021,26,94,86.1,85.6,80,
Lopez, Pablo,641154,2021,25,94.1,,88,80.2,
Alexander, Tyler,641302,2021,27,90.5,82.2,83.7,,
Anderson, Shaun,641312,2021,27,93.2,86.8,86.3,82.6,
Bickford, Phil,641360,2021,26,93.9,84,84.9,,
Bowden, Ben,641386,2021,27,92.4,81.1,82.4,,
Brentz, Jake,641394,2021,27,96.9,85.2,91,,
Brogdon, Connor,641401,2021,26,96,,84.6,,
Castano, Daniel,641447,2021,27,90.3,80.4,81.4,,
Cortes Jr., Nestor,641482,2021,27,90.7,77.4,83,,
Dunning, Dane,641540,2021,27,89.7,79.7,84.5,78.2,
Duplantier, Jon,641541,2021,27,91.2,84.3,83.8,78.9,
Foster, Matt,641582,2021,26,93.6,85.2,84.3,,
Greene, Conner,641632,2021,26,96,85.9,84.8,78.4,
Hendrix, Ryan,641682,2021,27,96.4,85.9,91,75.7,
Jefferies, Daulton,641726,2021,26,93.2,,87,80,
Jimenez, Joe,641729,2021,26,94.7,84.5,90,,
Kay, Anthony,641743,2021,26,94.5,82.6,86.2,77.8,
Keller, Brad,641745,2021,26,94.2,86.1,90,,
Kinley, Tyler,641755,2021,30,95.9,90.2,87.3,,
Kuhl, Chad,641771,2021,29,94.3,88.2,88.4,80.5,
Lauer, Eric,641778,2021,26,92.6,87.4,86.6,78.9,
Littell, Zack,641793,2021,26,94.9,87.8,,,
Mahle, Tyler,641816,2021,27,94,86.7,,,
Mayza, Tim,641835,2021,29,92.2,88,,,
McGowin, Kyle,641851,2021,30,91.2,81.1,,,
Middleton, Keynan,641871,2021,28,95.4,85.5,87.7,,
Murphy, Patrick,641907,2021,26,96.6,,90.3,83,
Ober, Bailey,641927,2021,26,92.3,81.5,84.7,75,
Pagan, Emilio,641941,2021,30,94.9,,86.9,,
Rogers, Josh,642028,2021,27,90.5,82,82.3,74.4,
Saucedo, Tayler,642048,2021,28,93.6,85.7,87.1,79.8,
Sheffield, Jordan,642068,2021,26,96.4,87.9,90.1,,
Sherfy, James,642073,2021,30,94.1,80.6,88.2,72.6,
Slegers, Aaron,642083,2021,29,91.8,86,87,,
Smith, Riley,642092,2021,26,92.6,82.2,86.5,79.3,
Sulser, Cole,642121,2021,31,93.2,86.3,84,77.3,
Taylor, Blake,642130,2021,26,93.1,82.6,,,
Trivino, Lou,642152,2021,30,95.7,,87.3,77.8,
Widener, Taylor,642203,2021,27,92.6,83.9,85.6,,
Williams, Devin,642207,2021,27,95.3,,83.7,,
Yarbrough, Ryan,642232,2021,30,84.3,,78.4,71.1,
Yardley, Eric,642233,2021,31,,,78.9,72.9,
Soto, Gregory,642397,2021,26,98.3,88.3,,,
Loaisiga, Jonathan,642528,2021,27,97.8,90.1,90,86.7,
Barria, Jaime,642545,2021,25,93.2,85.9,85.8,,
Peralta, Freddy,642547,2021,25,93.4,80.5,88.1,76.8,
Santana, Dennis,642701,2021,25,96,83.7,87.5,,
Brault, Steven,643230,2021,29,90.7,82.6,83.8,72,
Cimber, Adam,643256,2021,31,87,78.4,,,
Dunn, Justin,643290,2021,26,93.7,84,89.5,80.2,
Fry, Paul,643316,2021,29,92.8,85.1,91.3,,
Green, Chad,643338,2021,30,95.7,,,85,
Jax, Griffin,643377,2021,27,92.6,83.3,85.6,79.9,
Rogers, Tyler,643511,2021,31,82.7,71.8,,,
Zeuch, T.J.,643615,2021,26,,82.9,82.1,,
Webb, Tyler,643778,2021,31,90.6,,79.6,74.6,
Alcantara, Sandy,645261,2021,26,98.1,90.4,91.8,83.7,
Diaz, Jhonathan,646242,2021,25,89.9,79,85.7,74.4,
Pop, Zach,647315,2021,25,94.2,85.9,,,
Wells, Alexander,649144,2021,24,88.5,81.1,83.2,72.7,
Madero, Luis,650347,2021,24,89.6,81,84.5,,
Hernandez, Darwinzon,650382,2021,25,94.8,83.5,,79.5,
Mejia, J.C.,650496,2021,25,93,82.7,87.6,80.3,
Garcia, Bryan,650530,2021,26,93.2,86.7,85.8,,
Abreu, Bryan,650556,2021,24,95.7,88.9,,86.5,
King, Michael,650633,2021,26,95.2,87.9,84.9,79.7,
Civale, Aaron,650644,2021,26,91.4,83.4,,77,
Mejia, Humberto,650668,2021,24,92,82,85,76.2,
Quijada, Jose,650671,2021,26,93.6,79.6,86.4,,
Santana, Edgar,650828,2021,30,93.2,86.6,,,
Cabrera, Genesis,650893,2021,25,97.6,,89.7,80.9,
Castillo, Diego,650895,2021,27,95.4,87.3,,,
Sanchez, Cristopher,650911,2021,25,,83.1,85,,
Diplan, Marcos,650959,2021,25,93.7,,86,81,
Rodriguez, Manuel,655889,2021,25,97,87.5,,,
Abreu, Albert,656061,2021,26,97.8,87.3,88.2,81,
Barnes, Charlie,656212,2021,26,,81.8,79.3,73.6,
Bielak, Brandon,656232,2021,25,94,83,88.2,80.3,
Bukauskas, J.B.,656266,2021,25,94.5,86.1,88.9,,
Canning, Griffin,656288,2021,25,93.5,88.2,89.1,81.9,
Cease, Dylan,656302,2021,26,96.7,85.9,78.1,79.9,
Coonrod, Sam,656322,2021,29,98.5,90.1,90.4,,
Davidson, Tucker,656353,2021,25,93,86.8,86.5,78.5,
Davis, Austin,656354,2021,28,93.6,81.8,84.2,79.1,
Feyereisen, J.P.,656420,2021,28,93.1,86.3,87.6,,
Flaherty, Jack,656427,2021,26,93.6,83.7,84.5,76.2,
Gilbert, Tyler,656457,2021,28,89.7,,,75.5,
Gilbreath, Lucas,656458,2021,25,93.3,81.8,,,
Ginkel, Kevin,656464,2021,27,94.7,83.8,84.8,,
Hentges, Sam,656529,2021,25,94.6,86.1,88.4,80.2,
Hoffman, Jeff,656546,2021,28,94.3,82,85.9,77.5,
Holloway, Jordan,656548,2021,25,95.4,85.4,90.4,79.2,
Houck, Tanner,656557,2021,25,94.5,84.4,,,
Jackson, Andre,656578,2021,25,92.3,86.1,84.1,76.2,
Keller, Mitch,656605,2021,25,93.8,86.1,89.8,78.5,
Klobosits, Gabe,656620,2021,26,94.7,87,,,
Kopech, Michael,656629,2021,25,97.3,84.1,89.7,78.7,
Lange, Alex,656638,2021,26,96.4,84.6,89,,
Martin, Brett,656685,2021,26,93.6,87.6,,82.4,
Martin, Corbin,656686,2021,26,94.1,87.7,87.2,82.3,
Megill, Trevor,656730,2021,28,96.3,86.6,,83.6,
Megill, Tylor,656731,2021,26,94.6,85.7,85.4,79.9,
Montgomery, Jordan,656756,2021,29,92.6,,82.5,80,
Nelson, Nick,656793,2021,26,96.4,85.4,89.2,79.9,
Newcomb, Sean,656794,2021,28,95.6,,89.8,80,
Overton, Connor,656818,2021,28,92.4,83,85.1,78.7,
Peterson, David,656849,2021,26,92.7,82.1,83.9,73.5,
Rasmussen, Drew,656876,2021,26,97.1,86.4,90.2,80.3,
Reid-Foley, Sean,656887,2021,26,93.7,84,86.7,,
Scott, Tanner,656945,2021,27,96.8,88.5,,,
Sheffield, Justus,656954,2021,25,93.5,81.7,85.8,,
Solomon, Peter,656981,2021,25,92.1,83.5,82,78.4,
Steele, Justin,657006,2021,26,93.1,83,87.7,79.1,
Swanson, Erik,657024,2021,28,94.7,86.2,,,
Taylor, Josh,657031,2021,28,94.6,87.2,,80.2,
Thompson, Ryan,657044,2021,29,92.7,78.2,81.5,,
Toussaint, Touki,657053,2021,25,93.7,,,76.2,
Watkins, Spenser,657093,2021,29,90.8,,85.5,79.1,
Webb, Jacob,657097,2021,28,94.1,,83.6,81.2,
Jewell, Jake,657228,2021,28,94.6,86.2,89,,
Merryweather, Julian,657240,2021,30,97.5,88.4,81.8,80.1,
Otto Jr., Glenn,657248,2021,25,92.6,80.7,87.1,80.6,
Webb, Logan,657277,2021,25,93.2,82.4,86.2,,
Baumann, Mike,657508,2021,26,93.6,89.5,85.9,81.3,
Hill, Tim,657612,2021,31,92,84.7,86.1,,
Ryan, Joe,657746,2021,25,91.2,80.7,83.3,72.7,
Garcia, Edgar,658305,2021,25,93.7,86.4,88,,
Fernandez, Junior,658551,2021,24,99.4,88.6,89.5,,
Lamet, Dinelson,659275,2021,29,95.5,86.5,91.4,,
Ohtani, Shohei,660271,2021,27,95.6,82.2,,74.7,
Yang, Hyeon-Jong,660365,2021,33,89.9,80.5,81.4,72.1,
Diaz, Yennsy,660546,2021,25,95.4,85.3,89.9,,
Paredes, Enoli,660600,2021,26,95.3,84.2,,80,
Ynoa, Huascar,660623,2021,23,96.5,85.1,88.7,,
Suarez, Jose,660761,2021,23,92.9,,82.3,78.3,
Graterol, Brusdar,660813,2021,23,99.5,88.1,,,
De Los Santos, Enyel,660853,2021,26,94.8,82.2,87.4,,
Alcala, Jorge,660896,2021,26,97.4,89.7,90.1,,
Lopez, Yoan,661255,2021,28,95.7,86.5,,,
Gutierrez, Vladimir,661269,2021,26,93.2,83.3,81.4,77.7,
Clase, Emmanuel,661403,2021,23,100.6,91.8,,,
Gil, Luis,661563,2021,23,96.1,85.2,92.3,,
Burrows, Beau,663366,2021,25,93.1,84.8,85.2,75.2,
Waddell, Brandon,663399,2021,27,92.5,85.8,86,,
Thornton, Trent,663423,2021,28,93.9,84.6,84.3,80.2,
Rainey, Tanner,663432,2021,29,96.3,87.7,,,
Bubic, Kris,663460,2021,24,90.9,,80,78.5,
Allard, Kolby,663465,2021,24,91.5,,83.6,75.9,
McKenzie, Triston,663474,2021,24,92.1,86.4,86,79.3,
Allen, Logan,663531,2021,24,92.7,81.7,83.3,76.8,
Mize, Casey,663554,2021,24,93.9,85.9,,81.3,
McClanahan, Shane,663556,2021,24,96.4,89.2,89.2,82.5,
Falter, Bailey,663559,2021,24,91.8,84.5,83.7,76.1,
Santillan, Tony,663574,2021,24,95,85.1,88.7,,
Neidert, Nick,663734,2021,25,91.7,84.5,83.3,74.4,
Lynch, Daniel,663738,2021,25,93.8,85.1,84.7,76.8,
Knehr, Reiss,663753,2021,25,93.5,81.8,88.9,,
Woodford, Jake,663765,2021,25,92.1,82.2,85,76.3,
Evans, Demarcus,663770,2021,25,91,79.7,,,
Sandoval, Patrick,663776,2021,25,93.3,85.4,84.6,78.4,
Kowar, Jackson,663804,2021,25,95.6,83.3,86.2,79.1,
Pearson, Nate,663878,2021,25,97.8,87,83.3,74.4,
Singer, Brady,663903,2021,25,92.8,85.4,88.1,,
Paddack, Chris,663978,2021,25,94.8,,85.2,78.7,
Stephan, Trevor,663986,2021,26,96.2,83.8,,,
Lovelady, Richard,663992,2021,26,93.1,86.6,,,
Lakins Sr., Travis,664042,2021,27,93.4,,87.9,80.7,
Eshelman, Thomas,664045,2021,27,85.7,77.8,81.3,76.2,
Stashak, Cody,664054,2021,27,90.6,82.5,85.7,,
Gonsolin, Tony,664062,2021,27,93.8,86.8,,80.2,
Ponce, Cody,664074,2021,27,93.2,84,86.2,79.5,
Cleavinger, Garrett,664076,2021,27,95.8,82.9,,,
Poppen, Sean,664092,2021,27,,84,86.2,,
Effross, Scott,664123,2021,28,90.7,80.5,83,,
Fairbanks, Pete,664126,2021,28,97.1,85.7,,,
Hartlieb, Geoff,664129,2021,28,93.7,84.8,,,
Brubaker, JT,664141,2021,28,92.9,87.2,87.2,79.5,
Lucchesi, Joey,664192,2021,28,,,81.5,78.7,
Clarke, Taylor,664199,2021,28,95.5,87.6,89.3,78.7,
Maton III, Phil,664208,2021,28,91.5,82.1,,76,
Valdez, Framber,664285,2021,28,92.1,,87.5,77.9,
Javier, Cristian,664299,2021,24,93.5,81,86.6,75.9,
Yajure, Miguel,664337,2021,23,90.6,79.2,87.8,78.1,
Urquidy, Jose,664353,2021,26,92.5,79.3,84.4,77.2,
Newsome, Ljay,664714,2021,25,92.6,,86.1,77.6,
Cousins, Jake,664776,2021,27,95.5,83.3,88.2,,
Helsley, Ryan,664854,2021,27,97.4,,87.4,79,
Lawrence, Justin,664875,2021,27,,81.8,,,
Keller, Kyle,664918,2021,28,94.5,,,81.4,
Misiewicz, Anthony,664948,2021,27,94.3,,,80.7,
Kremer, Dean,665152,2021,25,92.6,,82.9,75.5,
Castro, Kervin,665645,2021,22,94.5,,,80.1,
Cabrera, Edward,665795,2021,23,96.7,87.6,92.1,83.4,
Oviedo, Luis,665854,2021,22,94.3,81.7,85.3,75.1,
Anderson, Ian,666120,2021,23,94.6,,88.1,80.7,
Garrett, Braxton,666129,2021,24,90.3,82.6,84.5,76.7,
Manning, Matt,666159,2021,23,93.5,85.4,87.5,78.6,
Thompson, Mason,666168,2021,23,95.6,83.8,86.8,,
Luzardo, Jesus,666200,2021,24,95.9,,86.6,83.4,
Manoah, Alek,666201,2021,23,93.7,81.1,86.8,,
Muller, Kyle,666205,2021,24,93.4,86.6,88,80.4,
Doval, Camilo,666808,2021,24,98.6,86.5,,,
Nance, Tommy,667297,2021,30,95.2,87.2,,85.4,
Sanchez, Miguel,667376,2021,28,94.2,81.9,89.1,,
King, John,667463,2021,27,,79.6,78.4,,
Dugger, Robert,667498,2021,26,91.3,80.7,82.6,74.8,
Tyler, Kyle,667725,2021,25,91,83.8,86,76.4,
Plesac, Zach,668676,2021,26,92.8,86.7,85.7,80.2,
Gallen, Zac,668678,2021,26,93.4,86.1,86.1,79.7,
Scrubb, Andre,668687,2021,26,,87.6,,80.1,
Kranick, Max,668820,2021,24,94.2,87.9,87.4,79.6,
Wilson, Bryse,669060,2021,24,93.1,86,86.8,77,
Zimmermann, Bruce,669145,2021,26,91.4,86.1,84.4,81.9,
May, Dustin,669160,2021,24,98.3,,,86.6,
Heasley, Jon,669169,2021,24,93.5,,85.1,80,
Burnes, Corbin,669203,2021,27,96.4,88,90.7,81.2,
Akin, Keegan,669211,2021,26,92,84.2,81.9,76.5,
Morgan, Eli,669212,2021,25,90.5,85.2,74.8,76.3,
Menez, Conner,669214,2021,26,90.9,82.7,,77.9,
Campbell, Paul,669294,2021,26,92.7,87.5,86,79,
Gilbert, Logan,669302,2021,24,95.3,83.4,79.9,74.8,
Wells, Tyler,669330,2021,27,95.2,88.6,88.4,78.8,
Skubal, Tarik,669373,2021,25,94.3,86.5,82.1,73.8,
Lambert, Jimmy,669424,2021,27,93.6,82,84.9,75.6,
Rogers, Trevor,669432,2021,24,94.5,81.8,84.8,,
Bieber, Shane,669456,2021,26,92.8,85.7,87.4,83.1,
Barlow, Joe,669618,2021,26,94.5,85.9,,79.1,
Bender, Anthony,669622,2021,26,97.5,84.6,90.1,,
Long, Sammy,669674,2021,26,92.6,86.7,80.4,74.9,
Rodriguez, Chris,669735,2021,23,94.6,89.9,89.8,84.6,
Alexy, A.J.,669935,2021,23,93.3,80.9,85.8,76.2,
White, Mitch,669952,2021,27,94.4,86.4,87.3,82,
Baragar, Caleb,670056,2021,27,92.8,82.9,,78.1,
Mills, Wyatt,670090,2021,26,93.1,82.5,,,
Bednar, David,670280,2021,27,96.7,,,77.5,
Hammer, JD,670456,2021,27,94,82.7,,,
Oviedo, Johan,670912,2021,23,94.9,85.7,86.4,76.7,
Richards, Trevor,670950,2021,28,92.7,,84.5,84.2,
Uceta, Edwin,670955,2021,23,92.3,,87.6,80,
Ramirez, Yohan,670990,2021,26,95.4,82.5,,,
Detmers, Reid,672282,2021,22,92.8,85.6,83.4,73.5,
Perez, Cionel,672335,2021,25,96,82.4,88.7,,
Hernandez, Carlos,672578,2021,24,97.1,85.3,86.5,81.7,
Patino, Luis,672715,2021,22,95.7,86,87.6,77.8,
Guenther, Sean,674944,2021,26,93,82.5,87,,
Lowther, Zac,675912,2021,25,90.7,81.1,83.3,75.3,
Karinchak, James,675916,2021,26,95.9,,,83.2,
Howard, Spencer,675921,2021,25,94.2,79.4,79.3,74.5,
Naughton, Packy,676050,2021,25,90.5,82.9,81.7,74.5,
Heuer, Codi,676051,2021,25,95.9,87.3,87.2,,
Junk, Janson,676083,2021,25,92.5,80.5,87.9,79.3,
Elledge, Seth,676220,2021,25,,82.9,84.5,,
Abbott, Cory,676265,2021,26,92.6,87.7,87,84,
Bettinger, Alec,676424,2021,26,91.5,84.1,82,74.8,
Whitlock, Garrett,676477,2021,25,96.3,83.7,83.1,,
Fleming, Josh,676596,2021,25,91,,81.8,78.6,
Zuber, Tyler,676604,2021,26,94.6,84.4,85.5,79.5,
Margevicius, Nick,676606,2021,25,89.6,83.8,81.4,71.9,
Vest, Will,676684,2021,26,93.5,85.2,84.5,,
Whitley, Kodi,676831,2021,26,93.7,84.4,84.7,,
Peacock, Matt,676840,2021,27,,87.3,86.6,,
Ashby, Aaron,676879,2021,23,96.6,83.7,88.8,78.8,
de Geus, Brett,676969,2021,24,91.3,,,82.3,
Crochet, Garrett,676979,2021,22,96.7,85.2,91.8,,
Garcia, Luis,677651,2021,25,93.3,79.9,83.4,75.9,
Bruihl, Justin,677865,2021,24,,78.9,,,
Weathers, Ryan,677960,2021,22,94,86.6,86.6,,
Dobnak, Randy,677976,2021,26,93.5,84.2,84.5,,
Gray, Josiah,680686,2021,24,94.6,85.6,89.2,83.8,
Sandlin, Nick,680704,2021,24,94.4,79.3,,,
Wantz, Andrew,681806,2021,26,93.2,83.3,86.9,,
Warren, Austin,681810,2021,25,93.8,87.1,87.7,,
Vesia, Alex,681911,2021,25,93.8,85,85.9,,
Mears, Nick,683232,2021,25,95.6,,,79.1,
Arihara, Kohei,685503,2021,29,91.3,81.8,81.7,74.1,